ID_respuesta,Encuesta,ID_respondente,Fecha_inicio,Fecha_fin,Estado,QC_veredicto,Duracion_min,Codigo_postal,Edad,Renta_anual_hogar,Situacion_familiar,LS_cuesta_cambiar_marca,LS_mismo_supermercado,LS_planes_tranquilos,LS_marcas_por_percepcion,LS_restaurante_reputacion,LS_cultura_viajes,LS_sin_estilo,LS_restaurantes_nuevos,LS_se_adapta,LS_origen_impacto,LS_actividades_aporte,LS_experiencia_vs_anillo,Ultima_compra_lenceria,Ultima_compra_bano,Frecuencia_compra_ropa,Ultima_compra_moda,Gasto_lenceria_por_compra,Gasto_bano_por_compra,Marca_mas_cara_ultimo_ano,Gasto_mensual_ropa,Dic_Playa_vs_Montana,Dic_Colores_neutros_vs_vividos,Dic_Con_vs_Sin_estampado,Dic_Con_diseno_vs_Basico,Dic_Duradero_vs_Moda,Banadores_en_armario,Banadores_usados_temporada,Compra_banadores_nuevos_verano,Aprovecha_rebajas_post_verano,Motivos_compra_ropa,Momentos_compra_ropa,Talla_pantalon,Talla_camiseta,Talla_sujetador,Dificultad_encontrar_talla,Motivo_dificultad_talla,Talla_otro_especificar,Factores_valorados_compra,Factores_frenan_compra,Barrera_compra_otra_especificar,Canal_fisico_lenceria,Canal_fisico_bano,Compra_lenceria_bano_online,Canal_online_lenceria,Canal_online_bano,Que_valora_al_comprar,Experiencia_compra_lenceria,Experiencia_compra_bano,Experiencia_digital_lenceria_bano,Top_of_mind_lenceria,Otras_marcas_lenceria,Marcas_donde_compra_lenceria,Marcas_lenceria_otras_especificar,Marca_favorita_lenceria_motivo,Func_lenc_Ajuste_sujecion,Func_lenc_Duracion,Func_lenc_Variedad_tallas,Func_lenc_Comodidad,Func_lenc_Calidad_precio,Func_lenc_Suavidad_tejido,Emoc_lenc_Estetica,Emoc_lenc_Moderna,Emoc_lenc_Refleja_personalidad,Emoc_lenc_Destaca,Emoc_lenc_Identificacion_marca,Emoc_lenc_Diseno,Emoc_lenc_Marca_especialista,Visibilidad_lenceria_canales,Influencer_lenceria_sino,Influencer_lenceria_nombre,Opinion_Pilar_Rubio,Top_of_mind_bano,Otras_marcas_bano,Marcas_donde_compra_bano,Marcas_bano_otras_especificar,Marca_favorita_bano_motivo,Atributos_valorados_bano,Visibilidad_bano_canales,Influencer_bano_sino,Influencer_bano_nombre,Colores_favoritos_lenceria,Combinaciones_colores_lenceria,Producto_lenceria_elegido,Por_que_gusta_mas_lenc,Por_que_otros_gustan_menos_lenc,Colores_favoritos_bano,Combinaciones_colores_bano,Producto_bano_elegido,Por_que_gusta_mas_bano,Por_que_otros_gustan_menos_bano,Triada_producto_mostrada,q26
a27dbb81-f554-4906-b3e2-5c12b7b6a8a4,lingerie-swim,6a2be7e9-72d7-4734-896d-39fca5e04378,2026-06-12T11:05:21.760405+00:00,2026-06-12T11:21:49.462+00:00,complete,OK,16.5,28300,57,Más de 75.000 € (alto),"Vivo sin pareja, con hijos en el hogar",3,2,2,3,5,5,4,5,4,3,5,5,La ultima semana,El verano pasado,Cada 2 – 3 meses,El ultimo mes,Entre 50y 100,Entre 100 y 150,Victoria secret,200 – 500 €,Playa,Colores vividos,Con estampado,Con diseno,Estar a la moda,10,3,Sí,No,La vi y me encantó | Quiero probar algo diferente o renovar mi estilo | Mi cuerpo o mi vida ha cambiado y necesito ropa acorde,"En el día a día, compro sin necesitar una razón concreta | Una fecha o evento social próximo (boda, cena, reunión, etc.) | Un viaje o escapada planificada | Ver algo en redes o en tienda que me llama la atención",38,36,85 b,"Nunca, siempre encuentro",,,Calidad del tejido y acabados | Diseño y estética | Sentirse atractiva | Durabilidad tras lavados | Que esté de moda o sea tendencia,Poca confianza en la durabilidad | Probador incómodo,,Tienda monomarca de lencería o baño | Tienda multimarca especializada en lencería,Tienda monomarca de lencería o baño | Tienda multimarca especializada en lencería,"Lo he intentado, pero prefiero tienda física",,,Probadores cómodos y privados | Poder medirme y que me asesoren,Variedad,Variedad comodidad,,Woman secret,Calcedonia,Ysabel Mora | Women Secret | Intimissimi | Calvin Klein | Selene,,Woman secrwt tienen variedad,5,5,5,5,5,5,5,5,5,4,4,5,5,1.Escaparate de tienda | 2.Ecommerce propio de la marca | 3.Instagram | 4.TikTok | 5.Revistas de moda | 6.Email marketing o newsletter | 7.YouTube,no,,Me encanta,Woman secret,Calcedonia el corte ingles lacous,Calzedonia | H&M,,Woman secret,Calidad del tejido | Ajuste y fit del bañador | Durabilidad | Comodidad | No transparenta al mojarse | Secado rápido | Sujeción | Cómoda | Accesible o cercana | Especialista | Para mi cuerpo o mi edad,1.Escaparate de tienda | 2.Revistas de moda | 3.Publicidad exterior | 4.Televisión | 5.Valla publicitaria | 6.Marquesina | 7.Instagram | 8.TikTok | 9.Ecommerce propio de la marca | 10.Email marketing o newsletter | 11.Cartelera | 12.YouTube,si,Pilar rubio,#af98ff | #ad98ff | #ff6e5f,Combo1:#E8C4A0+#8B6347+#C8A2C8 | Combo2:#AB47BC+#8E24AA+#CE93D8 | Combo3:#FFDB58+#FFA726+#FF8C42 | Combo4:#1565C0+#87CEEB+#FFE0B2,lingerie:lt2_s,Se ajusta mejor,No lo se,#8687ff | #ff0245 | #abff75,Combo1:#6A1B9A+#8E24AA+#BA68C8 | Combo2:#87CEEB+#64B5F6+#1565C0 | Combo3:#F9A825+#FFA726+#FFA726,swim:st2_b,La forma y diseño,Diseño mas comun,swim:triada2 | lingerie:triada2,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""a"", ""d4"": ""a"", ""d5"": ""b""}"
7d3b2aaf-2ed3-4bfb-be87-bc733655c5a5,lingerie-swim,6a2bf908-a7ca-dabc-d663-cc7af828683a,2026-06-12T12:18:22.64718+00:00,2026-06-12T12:30:15.263+00:00,complete,OK,11.9,41810,27,35.000 – 55.000 € (medio),"Vivo sin pareja, sin hijos, en casa de mis padres",1,1,1,4,1,5,5,5,5,5,5,5,Hace 3 dias,El mes pasado,Cada semana,3 dias,60,80,Corte inglés,200 – 500 €,Playa,Colores vividos,Con estampado,Con diseno,Estar a la moda,20,12,Sí,Sí,Me apetece darme un capricho | La vi y me encantó,"En el día a día, compro sin necesitar una razón concreta | Un viaje o escapada planificada | Ver algo en redes o en tienda que me llama la atención",40,M,90D,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Tallaje amplio | Diseño y estética,Proceso de devolución complicado | Probador incómodo,,Grandes almacenes (El Corte Inglés) | Corsetería o mercería tradicional,Tienda monomarca de lencería o baño | Corsetería o mercería tradicional,"Sí, habitualmente","Marketplace (Amazon, Zalando, Asos…) | Social commerce (Instagram Shop, TikTok Shop)","Marketplace (Amazon, Zalando, Asos…)",Guía de tallas fiable online,Rapidez Talla je correcto,Variedad,Web fácil de navegar y filtrar por talla,Corte inglés,Zara,Women Secret | Calvin Klein,,Calvin clein,5,5,5,5,5,5,5,4,2,4,5,5,3,1.Instagram | 2.TikTok,si,Violeta,Buena influencia,Zara,Calviño clein,H&M | Zara,,Zara,Calidad del tejido | Comodidad | Cómoda,1.Instagram | 2.TikTok | 3.Revistas de moda | 4.Televisión,no,,#d5bcff | #ff278d | #3feaff,Combo1:#40B0A0+#42A5F5+#87CEEB | Combo2:#4A148C+#B71C1C+#FFE4EE | Combo3:#FF1493+#B71C1C+#DCEDC8,lingerie:lt2_a,Se ve cómodo,Muestra más,#f2c8ff | #7de9ff | #cba8ff,Combo1:#FF8FAB+#AD1457+#EF5350 | Combo2:#E8D5F0+#E3F2FD+#DCEDC8 | Combo3:#E65100+#8BC34A+#5C3A1E,swim:st1_b,Veraniego,Aburrido,swim:triada1 | lingerie:triada2,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""a"", ""d4"": ""a"", ""d5"": ""b""}"
3d23c7dc-af7b-4917-bf35-e9c77f9e95f8,lingerie-swim,6a29162a-248d-ecc7-0fc7-436336ab1e9e,2026-06-10T07:45:54.433997+00:00,2026-06-10T07:54:54.066+00:00,complete,OK,9.0,27780,44,55.000 – 75.000 € (medio-alto),"Vivo con pareja, con hijos en el hogar",4,5,5,2,2,2,4,4,3,5,4,3,el mes pasado,la semana pasada,Cada semana,hace dos dias,35,45,tommy hilfiger,500 – 1.000 €,Playa,Colores neutros,Sin estampado,Basico,Producto duradero,9,9,Sí,Sí,Me apetece darme un capricho | La vi y me encantó | Quiero probar algo diferente o renovar mi estilo,"En el día a día, compro sin necesitar una razón concreta | Un viaje o escapada planificada | Ver algo en redes o en tienda que me llama la atención | En las rebajas o una promoción concreta",38,M,95B,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Calidad del tejido y acabados | Relación calidad-precio | Durabilidad tras lavados,Tirantes o aros que clavan o molestan | Precio percibido elevado | Miedo a comprar online sin probar,,Tienda multimarca especializada en lencería | Grandes almacenes (El Corte Inglés),Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería,"Sí, habitualmente","Marketplace (Amazon, Zalando, Asos…) | App móvil de la marca","Marketplace (Amazon, Zalando, Asos…) | App móvil de la marca",Probadores cómodos y privados | Precio competitivo,"los descuentos, promociones",las promociones,Fotos de alta calidad con diferentes cuerpos | Guía de tallas fiable y específica por modelo,woman secret,historia secret dim Calvin klein,Triumph | Women Secret | Calvin Klein | Gisela | Playtex | Ysabel Mora,,woman secret por su relación calidad precio,5,5,3,5,5,4,4,3,4,2,3,5,4,1.Instagram | 2.Escaparate de tienda | 3.Email marketing o newsletter | 4.Televisión | 5.Valla publicitaria,no,,no me gusta,woman secret,Calzedonia Gisela pepe jeans,Énfasis | Gisela | Calzedonia | Zara | otras_marcas,woman secret,Calzedonia por su calidad y diseños comodos,Calidad del tejido | Ajuste y fit del bañador | Durabilidad | Comodidad | No transparenta al mojarse | Secado rápido | Sujeción | Buena relación calidad-precio | Elegante | Cómoda | De moda | Accesible o cercana | Para mi cuerpo o mi edad,1.Instagram | 2.Escaparate de tienda | 3.Ecommerce propio de la marca | 4.Email marketing o newsletter,no,,#ff3fe8 | #feff10 | #2bfcff,Combo1:#BDBDBD+#FFD1DC+#FFFFFF | Combo2:#FFFFFF+#E0E0E0+#FFE4EE | Combo3:#1A0030+#FFFFFF+#FF69B4,lingerie:lt2_s,me parece más comodo,me resultan más incómodo,#ff1d30 | #43ffe8 | #ff2bfd,Combo1:#F3E5F5+#1A0030+#F5F5F5 | Combo2:#FFD1DC+#E0E0E0+#FFFFFF | Combo3:#1A0030+#CC2244+#FFFFFF,swim:st2_b,es más alegre,no me gusta el estampado,swim:triada2 | lingerie:triada2,"{""d1"": ""a"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""a""}"
5599edc6-3953-4113-ac38-a5515cb1af44,lingerie-swim,6a2be865-51ec-2a44-9737-e224a1443087,2026-06-12T11:07:25.225417+00:00,2026-06-12T11:16:29.401+00:00,complete,OK,9.1,41003,63,55.000 – 75.000 € (medio-alto),"Vivo con pareja, con hijos en el hogar",3,4,3,4,4,3,5,4,3,4,4,3,Hace dos meses,Hace un año,Una vez al mes,Este mes,60,80,Dior,Menos de 200 €,Playa,Colores vividos,Con estampado,Con diseno,Estar a la moda,5,5,Sí,Sí,Se me ha gastado o roto | Me apetece darme un capricho | La vi y me encantó | Quiero probar algo diferente o renovar mi estilo,"En el día a día, compro sin necesitar una razón concreta | Una fecha o evento social próximo (boda, cena, reunión, etc.)",40,40,95,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Calidad del tejido y acabados | Tallaje amplio,Dificultad para encontrar talla | Precio percibido elevado | Tirantes o aros que clavan o molestan,,Tienda monomarca de lencería o baño | Grandes almacenes (El Corte Inglés),Tienda monomarca de lencería o baño | Grandes almacenes (El Corte Inglés),"Sí, habitualmente","Ecommerce propio de la marca | Marketplace (Amazon, Zalando, Asos…)","Ecommerce propio de la marca | Social commerce (Instagram Shop, TikTok Shop)",Poder medirme y que me asesoren | Probadores cómodos y privados,Sexy,Eficaz,Web fácil de navegar y filtrar por talla | Fotos de alta calidad con diferentes cuerpos,Intimidimi,Dior,Intimissimi | Women Secret | Calvin Klein,,Woman secret,5,4,4,4,4,5,5,5,5,4,4,5,3,1.Instagram | 2.YouTube | 3.Escaparate de tienda,no,,Me encanta,Sanex,Lactovix,Selmark | Énfasis | Ysabel Mora,,Sanex porque es genial,Calidad del tejido | Ajuste y fit del bañador | Durabilidad,1.Instagram | 2.TikTok | 3.YouTube,no,,#ff7bc3 | #f0ceff | #9aff7c,Combo1:#000000+#000000+#4A148C | Combo2:#6A1B9A+#8E24AA+#4A148C | Combo3:#C2185B+#E91E8C+#FF1493,lingerie:lt2_b,Es más sexy,Tapa mucho,#ff9abf | #83ff74 | #ff5a79,Combo1:#42A5F5+#2B7BB9+#8E24AA | Combo2:#8E24AA+#6A1B9A+#9CAF88 | Combo3:#4CAF50+#8BC34A+#9CAF88,swim:st3_s,Es más sexy,Menos sexy,swim:triada3 | lingerie:triada2,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""a"", ""d4"": ""a"", ""d5"": ""b""}"
105cb74c-aa9d-43a9-9606-14878a79b5fc,lingerie-swim,6a291583-29ae-2953-ed73-e3ca998db8c8,2026-06-10T07:43:07.19167+00:00,2026-06-10T07:58:34.338+00:00,complete,REVIEW,15.5,43360,51,Más de 75.000 € (alto),"Vivo con pareja, con hijos en el hogar",3,3,4,4,3,4,4,4,4,5,4,3,Hace un mes aproximadamente,Hace una semana aproximadamente,Cada 2 – 3 meses,En san Valentín,140,50,Una televisión LG de 6000 euros,Menos de 200 €,Montana,Colores vividos,Sin estampado,Con diseno,Producto duradero,3,3,Sí,Sí,Mi cuerpo o mi vida ha cambiado y necesito ropa acorde | La vi y me encantó | Me apetece darme un capricho,"Una fecha o evento social próximo (boda, cena, reunión, etc.) | En el día a día, compro sin necesitar una razón concreta | Una etapa vital nueva: maternidad, postparto, postcirugía, cambio de peso",36,XXL,N/S,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Calidad del tejido y acabados | Relación calidad-precio | Durabilidad tras lavados | Asesoramiento personalizado,otras_barrera,No hay nada en especial que me impide nada,Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería | Tienda monomarca de lencería o baño,Grandes almacenes (El Corte Inglés),"Sí, ocasionalmente","Marketplace (Amazon, Zalando, Asos…)","Ecommerce propio de la marca | Marketplace (Amazon, Zalando, Asos…) | Social commerce (Instagram Shop, TikTok Shop) | App móvil de la marca",Poder medirme y que me asesoren | Guía de tallas fiable online | Devolución fácil y gratuita,Que sea de calidad y duradera,Que me atiendan adecuadamente,Web fácil de navegar y filtrar por talla | Guía de tallas fiable y específica por modelo | Chat o asesoramiento online en tiempo real | Opción de recoger en tienda,Calvin Klein,Prada,Women Secret | Intimissimi,,Intimissimi porque hay de todo lo que necesites y mucha calidad,5,5,5,5,5,5,5,5,5,5,5,5,5,1.Instagram | 2.TikTok | 3.YouTube | 4.Escaparate de tienda | 5.Revistas de moda | 6.Ecommerce propio de la marca | 7.Televisión | 8.Cartelera | 9.Valla publicitaria | 10.Marquesina,no,,Es muy guapa y la conozco de verla en la televisión muchas veces,Intimissimi,Calvin Klein,Calzedonia | H&M | Zara | Énfasis,,H&M está muy bien es de calidad excelente,Calidad del tejido | Durabilidad | Comodidad | Sujeción | Elegante | Cómoda | Moderna | Especialista | Accesible o cercana,1.Instagram | 2.TikTok | 3.YouTube | 4.Escaparate de tienda | 5.Revistas de moda | 6.Ecommerce propio de la marca | 7.Televisión | 8.Valla publicitaria | 9.Mupis | 10.Marquesina,no,,#e97dff | #ee7bff | #71eaff,Combo1:#FF1493+#FF1493+#6A1B9A | Combo2:#E8D5F0+#64B5F6+#E65100 | Combo3:#FF69B4+#FFD1DC+#F44336,lingerie:lt2_s,Es más sexy,También me gustan pero hay que elegir una,#ff5b72 | #ea5aff | #e8ff6f,Combo1:#F9A825+#B0C4DE+#FA8072 | Combo2:#FF1493+#EF5350+#CC2244 | Combo3:#87CEEB+#FF1493+#FF69B4,swim:st1_s,Es la más sexy,Me gustan igual,swim:triada1 | lingerie:triada2,"{""d1"": ""b"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""a""}"
6019e86b-7ac0-4d52-a04c-7b9c6fbe676b,lingerie-swim,6a2914e0-08e6-bce4-45de-f1fd9f6f18b6,2026-06-10T07:40:24.411611+00:00,2026-06-10T08:19:46.241+00:00,complete,OK,39.4,28012,53,35.000 – 55.000 € (medio),"Vivo con pareja, con hijos en el hogar",4,5,5,4,5,5,2,4,4,3,4,4,la semana pasada,hace dos semanas,Una vez al mes,la semana pasada,200,30,nike,200 – 500 €,Playa,Colores vividos,Sin estampado,Con diseno,Producto duradero,10,3,Sí,Sí,Me apetece darme un capricho,"Una fecha o evento social próximo (boda, cena, reunión, etc.)",L,L,95C,"A veces, depende de la marca",Copa pequeña para mi contorno,,Relación calidad-precio,Precio percibido elevado | Miedo a comprar online sin probar,,Marcas de moda generalista | Grandes almacenes (El Corte Inglés) | Tienda monomarca de lencería o baño,Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería,"Sí, habitualmente","Ecommerce propio de la marca | Marketplace (Amazon, Zalando, Asos…)","Ecommerce propio de la marca | Social commerce (Instagram Shop, TikTok Shop)",Probadores cómodos y privados | Devolución fácil y gratuita,la calidad,la facilidad de compra,Web fácil de navegar y filtrar por talla,women´s secret,otra,Calvin Klein | Intimissimi | Women Secret | Triumph,,women´s secret,4,5,4,5,4,5,4,5,4,5,5,4,4,1.Instagram | 2.TikTok | 3.Revistas de moda | 4.Escaparate de tienda | 5.YouTube | 6.Ecommerce propio de la marca,no,,buena,marca,otra,Chantelle | Calzedonia,,women´s secret porque me encanta,Calidad del tejido | Durabilidad,1.Instagram | 2.TikTok | 3.YouTube,no,,#ff35d0 | #422eff | #ff3d18,Combo1:#BDBDBD+#BDBDBD+#6A1B9A | Combo2:#CE93D8+#BA68C8+#006994 | Combo3:#1565C0+#B0C4DE+#E3F2FD,lingerie:lt2_s,me gusta,no hay nada que me disguste,#bd6dff | #ff6f99 | #ffae5c,Combo1:#BA68C8+#004D40+#8E24AA | Combo2:#CE93D8+#BA68C8+#1565C0 | Combo3:#E3F2FD+#B0C4DE+#C8A2C8,swim:st1_s,porque es la que más me gsuta,nada,swim:triada1 | lingerie:triada2,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""a""}"
c2f49428-1c8f-4831-a16e-d94ba56520f8,lingerie-swim,6a291892-3197-38b1-c089-7aa3c0310a8d,2026-06-10T07:56:08.531416+00:00,2026-06-10T08:10:05.22+00:00,complete,OK,13.9,28015,23,Menos de 20.000 €,"Vivo con pareja, con hijos en el hogar",3,3,5,2,1,3,5,2,2,4,4,4,El mes pasado,Hace 3 meses,Una vez al mes,Hace 3 semanas,30€,20€,Tenzenia,Menos de 200 €,Montana,Colores neutros,Sin estampado,Con diseno,Estar a la moda,3,3,Sí,Sí,Me apetece darme un capricho,Un viaje o escapada planificada,M,S,90c,"A veces, depende de la marca",Asimetría de pecho | Copa pequeña para mi contorno,,Exclusivo y diferente | Tallaje amplio,Tirantes o aros que clavan o molestan | Precio percibido elevado,,Tienda multimarca especializada en lencería | Corsetería o mercería tradicional,Tienda multimarca especializada en lencería | Grandes almacenes (El Corte Inglés),"Lo he intentado, pero prefiero tienda física",,,Probadores cómodos y privados | Variedad de tallas incluyendo las mías,Valoro el trato,Valoro la calidad,,Tenzenis,Victoria,Women Secret | Intimissimi | Calvin Klein,,Kalvin klein por los diseños,5,3,2,2,4,1,5,3,1,3,3,4,5,1.Instagram | 2.Escaparate de tienda | 3.Email marketing o newsletter | 4.Televisión,no,,Indiferente,Nose,Nose,Calzedonia | H&M | Zara,,Primark,Secado rápido | Ajuste y fit del bañador | Buena relación calidad-precio,1.TikTok | 2.Ecommerce propio de la marca,no,,#ff362c | #f9fff8 | #ffcaf1,Combo1:#000000+#000000+#FFCC80 | Combo2:#BA68C8+#CE93D8+#7D1C4A | Combo3:#CE93D8+#F3E5F5+#4A148C,lingerie:lt2_s,Es más estético,Porque no me gustan,#ff0206 | #94ffe4 | #738eff,Combo1:#1A0030+#CE93D8+#F3E5F5 | Combo2:#C8A2C8+#004D40+#E8D5F0 | Combo3:#E65100+#FFD700+#FFDB58,swim:st3_a,Es más cómodo,Son incómodos,swim:triada3 | lingerie:triada2,"{""d1"": ""b"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""b""}"
ad17c8e2-1f5d-4f21-a4cb-359f6d1d4eca,lingerie-swim,6a291f8e-c32b-30d8-58a7-8e0a7ca58f9b,2026-06-10T08:26:04.801717+00:00,2026-06-10T08:42:48.311+00:00,complete,REVIEW,16.7,28038,24,Menos de 20.000 €,"Vivo con pareja, sin hijos",4,3,4,4,4,3,5,3,3,4,2,3,Hace un año,Hace una semana,Cada 2 – 3 meses,Hace un mes,10€,50,Guess,200 – 500 €,Playa,Colores vividos,Sin estampado,Basico,Estar a la moda,5,3,Sí,Sí,Se me ha gastado o roto,"Una fecha o evento social próximo (boda, cena, reunión, etc.) | Un viaje o escapada planificada",S,S,95A,"A veces, depende de la marca",Copa grande para mi contorno,,Calidad del tejido y acabados,Precio percibido elevado,,Tienda multimarca especializada en lencería,Tienda multimarca especializada en lencería,"Lo he intentado, pero prefiero tienda física",,,Devolución fácil y gratuita,La calida,Qué sea bonito,,Victoria secret,Intimissimi,Women Secret,,Women secret,3,5,3,4,3,3,3,3,2,5,3,3,4,1.Instagram,si,Marta Diaz,No se,No se,No se,Énfasis,,No se,Durabilidad,1.YouTube,no,,#ff6af2 | #98fff1 | #deff6d,Combo1:#EDE0CF+#F9A825+#FFDB58 | Combo2:#AB47BC+#8E24AA+#6A1B9A | Combo3:#F3E5F5+#E8D5F0+#C8A2C8,lingerie:lt3_b,No se,No se,#ff49fb | #76ff84 | #ff9119,Combo1:#F3E5F5+#64B5F6+#CE93D8 | Combo2:#FA8072+#FFD700+#CE93D8 | Combo3:#AB47BC+#E8D5F0+#87CEEB,swim:st2_b,No se,No se,swim:triada2 | lingerie:triada3,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""b""}"
f43f72f5-f9e7-4fed-bad4-bfd128a61636,lingerie-swim,6a2c03af-01d6-481f-7e7f-392de0ea2bdb,2026-06-12T13:03:50.041842+00:00,2026-06-12T13:19:40.966+00:00,complete,OK,15.8,08208,54,35.000 – 55.000 € (medio),"Vivo con pareja, sin hijos",4,4,3,2,2,4,4,4,4,5,5,5,No recuerdo,Hace dos meses,Cada 2 – 3 meses,Hace dos meses,30,50,Hugo boss,Menos de 200 €,Montana,Colores vividos,Con estampado,Con diseno,Producto duradero,4,2,No,Sí,Se me ha gastado o roto,"En el día a día, compro sin necesitar una razón concreta",44,Xxl,Soy hombre,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Tallaje amplio | Relación calidad-precio,Precio percibido elevado | Poca confianza en la durabilidad,,Marcas de moda generalista,Marcas de moda generalista,"No, nunca compro lencería/baño online",,,Probadores cómodos y privados | Guía de tallas fiable online,La comodidad,La comodidad,,Kiabi,H&M,otras_marcas,Propia de kiabi,"Kiabi, por su relación calidad precio",5,5,5,5,5,5,2,2,2,2,1,2,4,1.Escaparate de tienda | 2.Valla publicitaria | 3.Cartelera | 4.Publicidad exterior | 5.TikTok | 6.Instagram | 7.YouTube | 8.Revistas de moda | 9.Ecommerce propio de la marca | 10.Email marketing o newsletter | 11.Televisión | 12.Mupis | 13.Marquesina,no,,No me cae bien,Kiabi,H&M,H&M | otras_marcas,Kiabi,"Kiabi, por la relación calidad precio",Calidad del tejido | Durabilidad | Sexy,1.Televisión | 2.Cartelera | 3.Marquesina | 4.Publicidad exterior | 5.Instagram | 6.Escaparate de tienda | 7.YouTube | 8.TikTok | 9.Email marketing o newsletter | 10.Revistas de moda | 11.Mupis | 12.Ecommerce propio de la marca | 13.Valla publicitaria,no,,#d633ff | #3889ff | #acff25,Combo1:#E91E8C+#64B5F6+#FFD700 | Combo2:#AB47BC+#64B5F6+#4CAF50 | Combo3:#BA68C8+#E91E8C+#4CAF50,lingerie:lt1_a,La sensillez,Me han parecido menos comodas,#513aff | #ff1390 | #aaff55,Combo1:#FF69B4+#4CAF50+#1565C0 | Combo2:#AB47BC+#42A5F5+#FFD700 | Combo3:#BA68C8+#8BC34A+#FF1493,swim:st2_a,Es más moderno,Tienen un toque más clásico,swim:triada2 | lingerie:triada1,"{""d1"": ""b"", ""d2"": ""b"", ""d3"": ""a"", ""d4"": ""a"", ""d5"": ""a""}"
2444169a-95ae-4c22-abc7-d038a85ac48a,lingerie-swim,6a291501-615d-b450-8efb-30fb114826f9,2026-06-10T07:40:56.978106+00:00,2026-06-10T08:50:16.352+00:00,complete,REVIEW,69.3,28012,53,35.000 – 55.000 € (medio),"Vivo sin pareja, con hijos en el hogar",4,5,4,4,5,4,4,5,4,3,4,3,Ayer,La semana pasada,Una vez al mes,Ayer,Una,30,Una,200 – 500 €,Playa,Colores vividos,Sin estampado,Con diseno,Producto duradero,10,3,Sí,Sí,Me apetece darme un capricho,"Una fecha o evento social próximo (boda, cena, reunión, etc.) | Ver algo en redes o en tienda que me llama la atención",L,L,95C,"A veces, depende de la marca",Copa grande para mi contorno,,Tallaje amplio | Relación calidad-precio,Tirantes o aros que clavan o molestan | Poca confianza en la durabilidad,,Grandes almacenes (El Corte Inglés),Grandes almacenes (El Corte Inglés),"Sí, ocasionalmente",Ecommerce propio de la marca,"Marketplace (Amazon, Zalando, Asos…)",Guía de tallas fiable online | Devolución fácil y gratuita,Todo,Nada,Fotos de alta calidad con diferentes cuerpos | Opción de recoger en tienda,Una,Do,Women Secret | Intimissimi,,Una,4,5,4,5,4,4,4,5,4,5,4,5,5,1.Instagram | 2.TikTok | 3.Televisión,no,,Me gusta,Me gusta,Me gusta,H&M | Zara,,Me gustará por su formato,Variedad de tallas | Durabilidad,1.Instagram | 2.TikTok | 3.YouTube,no,,#b747ff | #ff47a5 | #ffa643,Combo1:#8E24AA+#C8A2C8+#E8D5F0 | Combo2:#6A1B9A+#CE93D8+#004D40 | Combo3:#E8D5F0+#F3E5F5+#AB47BC,lingerie:lt3_b,Tods,Nada,#af3fff | #ff56b4 | #ffa934,Combo1:#8E24AA+#CE93D8+#BA68C8 | Combo2:#F3E5F5+#E8D5F0+#C8A2C8 | Combo3:#6A1B9A+#C8A2C8+#CE93D8,swim:st2_s,Me gusta,Nada,swim:triada2 | lingerie:triada3,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""a""}"
